"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL559147";"Y-27632";"Y-27632";"Small molecule";"0";"247.34";"372";"956";"2.17";"68.01";"3";"2";"0";"3";"N";"0.86";"13.44";"10.45";"1.34";"-1.41";"1";"MOL";"-1";"18";"4";"3";"0";"247.1685";"BASE";"C14H21N3O";"C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1"
"CHEMBL922";"ADEFOVIR DIPIVOXIL";"ADEFOVIR DI(PIVALOYLOXYMETHYL) ESTER|ADEFOVIR DIPIVOXIL|ADEFOVIR PIVOXIL|Adefovir dipivoxil|GS-0840|HEPSERA|Hepsera";"Small molecule";"4";"501.48";"45";"249";"2.70";"166.98";"13";"1";"2";"11";"N";"0.21";"None";"3.75";"3.06";"3.06";"2";"MOL";"0";"34";"13";"2";"2";"501.1988";"NEUTRAL";"C20H32N5O8P";"CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C"
"CHEMBL1643";"RIBAVIRIN";"COPEGUS|NSC-163039|REBETOL|RIBASPHERE|RIBAVARIN|RIBAVIRIN|RibaPak|Ribofluranosyl Carboxamide|SCH 18908|SCH-18908|TRIBAVIRIN|Tribavirin|VIRAZID|VIRAZOLE|Viramid";"Small molecule";"4";"244.21";"293";"3191";"-3.01";"143.72";"8";"4";"0";"3";"N";"0.44";"11.88";"None";"-2.77";"-2.77";"1";"MOL";"0";"17";"9";"5";"0";"244.0808";"NEUTRAL";"C8H12N4O5";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1"
"CHEMBL416956";"MEFLOQUINE";"GNF-Pf-5544|Lariam|MEFLOQUINE|Mefaquin|Mefloquine|RO 21-5998|WR 142,490";"Small molecule";"4";"378.32";"71";"719";"4.45";"45.15";"3";"2";"0";"2";"N";"0.76";"13.79";"9.46";"4.11";"2.07";"2";"MOL";"0";"26";"3";"2";"0";"378.1167";"BASE";"C17H16F6N2O";"OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1"
"CHEMBL1200776";"CINACALCET HYDROCHLORIDE";"AMG-073|AMG073 HCL|AMG073 HYDROCHLORIDE|CINACALCET HYDROCHLORIDE|MIMPARA|SENSIPAR";"Small molecule";"4";"393.88";"6";"31";"6.14";"12.03";"1";"1";"1";"6";"N";"0.52";"None";"10.01";"6.27";"3.75";"3";"MOL";"0";"26";"1";"1";"1";"357.1704";"BASE";"C22H23ClF3N";"C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl"
"CHEMBL1229";"OSELTAMIVIR";"GS 4104|GS-4071 ETHYL ESTER|GS-4104|GS4104|OSELTAMIVIR|Oseltamivir Carboxylate|RO 640796|RO-64-0796|RO64-0796";"Small molecule";"4";"312.41";"66";"1112";"1.29";"90.65";"5";"2";"0";"7";"N";"0.69";"None";"9.31";"1.16";"-0.72";"0";"MOL";"0";"22";"6";"3";"0";"312.2049";"BASE";"C16H28N2O4";"CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1"
"CHEMBL1200667";"ENCLOMIPHENE CITRATE";"Androxal|ENCLOMIPHENE CITRATE";"Small molecule";"3";"598.09";"2";"2";"6.56";"12.47";"2";"0";"1";"9";"N";"0.37";"None";"9.31";"6.47";"4.57";"3";"MOL";"0";"29";"2";"0";"1";"405.1859";"BASE";"C32H36ClNO8";"CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"CHEMBL986";"RETINOL";"AQUASOL A|AROVIT|NEPALM|NSC-122759|OLEOVITAMIN A|RETINOL|RETINOL (VIT A)|RETINOL ACETATE|RETINOL PALMITATE|RO-A-VIT|Retinol|VITAMIN A|VITAMIN A OIL|Vitamin A|Vitamin A 1|Vitamin a solubilized";"Small molecule";"4";"286.46";"106";"1628";"5.51";"20.23";"1";"1";"1";"5";"N";"0.66";"None";"None";"4.69";"4.69";"0";"MOL";"0";"21";"1";"1";"1";"286.2297";"NEUTRAL";"C20H30O";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1"
"CHEMBL2051955";"LEVOSIMENDAN";"(-)-OR-1259|LEVOSIMENDAN|OR-1259|SIMDAX";"Small molecule";"3";"280.29";"8";"28";"1.36";"113.43";"6";"2";"0";"3";"N";"0.64";"5.77";"2.24";"2.16";"0.77";"1";"MOL";"0";"21";"7";"2";"0";"280.1073";"ACID";"C14H12N6O";"C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1"
"CHEMBL178459";"OLTIPRAZ";"NSC-347901|OLTIPRAZ";"Small molecule";"3";"226.35";"74";"99";"3.30";"25.78";"5";"0";"0";"1";"N";"0.55";"None";"0.23";"1.79";"1.79";"2";"MOL";"0";"13";"2";"0";"0";"225.9693";"NEUTRAL";"C8H6N2S3";"Cc1c(-c2cnccn2)ssc1=S"
"CHEMBL3948730";"UMBRALISIB";"RP-5264|RP5264|TGR 1202|TGR-1202 FREE BASE|TGR-1202 base|UMBRALISIB";"Small molecule";"3";"571.56";"2";"2";"6.66";"109.06";"8";"1";"2";"6";"N";"0.24";"None";"4.01";"6.13";"6.13";"6";"MOL";"0";"42";"8";"2";"2";"571.1831";"NEUTRAL";"C31H24F3N5O3";"CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F"
"CHEMBL2105669";"TEDIZOLID PHOSPHATE";"SIVEXTRO|TEDIZOLID PHOSPHATE|TOREZOLID PHOSPHATE|TR-701 FA|TR-701FA";"Small molecule";"4";"450.32";"5";"6";"1.51";"152.79";"9";"2";"0";"6";"N";"0.53";"1.35";"None";"1.97";"-1.38";"3";"MOL";"0";"31";"12";"2";"1";"450.0853";"ACID";"C17H16FN6O6P";"Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1"
"CHEMBL3545254";"OLESOXIME";"NSC-21311|OLESOXIME|TRO19622";"Small molecule";"3";"399.66";"1";"1";"7.86";"32.59";"2";"1";"1";"5";"N";"0.37";"11.46";"3.37";"7.69";"7.69";"0";"MOL";"0";"29";"2";"1";"1";"399.3501";"NEUTRAL";"C27H45NO";"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@@]21C"
"CHEMBL130";"CHLORAMPHENICOL";"AMPHICOL|BROCHLOR|BROLENE ANTIBIOTIC|CHLORAMPHENICOL|CHLOROFAIR|CHLOROMYCETIN|CHLOROPTIC|CHLOROPTIC S.O.P.|Chloramex|Chloramphenicol|Chlorbiotic|ECONOCHLOR|GOLDEN EYE ANTIBIOTIC|KEMICETINE|KLORAFECT|Kernispray|MYCHEL|Mychel-S|NSC-16331|NSC-3069|OPHTHOCHLOR|OPTOMYCIN|SNO PHENICOL|TUBILUX INFECTED EYES|Tevcocin";"Small molecule";"4";"323.13";"418";"5754";"0.91";"112.70";"5";"3";"0";"6";"N";"0.41";"8.69";"None";"0.88";"0.86";"1";"MOL";"0";"20";"7";"3";"0";"322.0123";"NEUTRAL";"C11H12Cl2N2O5";"O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl"
"CHEMBL1639";"ALISKIREN";"ALISKIREN|Aliskiren|RASILEZ|SPP-100|SPP100";"Small molecule";"4";"551.77";"28";"175";"3.29";"146.13";"7";"4";"1";"19";"N";"0.19";"None";"9.57";"3.12";"1.00";"1";"MOL";"0";"39";"9";"6";"2";"551.3934";"BASE";"C30H53N3O6";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC"
"CHEMBL17289";"CHS-828";"CHS 828|CHS-828|GMX 1778|GMX-1778";"Small molecule";"1";"371.87";"34";"66";"4.21";"82.33";"4";"2";"0";"9";"N";"0.23";"None";"5.62";"3.93";"3.92";"2";"MOL";"0";"26";"6";"2";"0";"371.1513";"NEUTRAL";"C19H22ClN5O";"N#CN/C(=N\CCCCCCOc1ccc(Cl)cc1)Nc1ccncc1"
"CHEMBL442218";"PROCYSTEINE";"L-2-OXO-4-THIAZOLIDINECARBOXYLIC ACID|PROCYSTEINE";"Small molecule";"2";"147.16";"5";"8";"-0.10";"66.40";"3";"2";"0";"1";"N";"0.54";"3.19";"None";"-0.17";"-3.62";"0";"MOL";"0";"9";"4";"2";"0";"146.9990";"ACID";"C4H5NO3S";"O=C1N[C@H](C(=O)O)CS1"
"CHEMBL1200721";"ESTRAMUSTINE PHOSPHATE SODIUM";"EMCYT|ESTRAMUSTINE PHOSPHATE SODIUM|ESTRAMUSTINE PHOSPHATE SODIUM HYDRATE|RO 21-8837/001|RO-218837-001";"Small molecule";"4";"564.35";"2";"5";"5.30";"96.30";"4";"2";"2";"7";"N";"0.37";"1.86";"None";"4.98";"1.97";"1";"MOL";"0";"33";"7";"2";"2";"519.1344";"ACID";"C23H30Cl2NNa2O6P";"C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL152067";"TALINOLOL";"TALINOLOL";"Small molecule";"1";"363.50";"18";"93";"3.27";"82.62";"4";"4";"0";"7";"N";"0.60";"13.83";"9.76";"2.80";"0.49";"1";"MOL";"0";"26";"6";"4";"0";"363.2522";"BASE";"C20H33N3O3";"CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1"
"CHEMBL336296";"URIDINE TRIPHOSPHATE";"INS-316|INS316|URIDINE 5'-TRIPHOSPHATE|URIDINE TRIPHOSPHATE|UTP|Uridine-5'-triphosphate";"Small molecule";"3";"484.14";"24";"150";"-2.50";"264.37";"12";"7";"2";"8";"N";"0.19";"0.90";"None";"-3.38";"-10.79";"1";"MOL";"0";"29";"17";"7";"2";"483.9685";"ACID";"C9H15N2O15P3";"O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1"
"CHEMBL1709";"SERTRALINE HYDROCHLORIDE";"AREMIS|BESITRON|CP-51,974-1|CP-51974-1|LUSTRAL|SERTRALINE HYDROCHLORIDE|ZOLOFT";"Small molecule";"4";"342.70";"44";"130";"5.18";"12.03";"1";"1";"1";"2";"N";"0.81";"None";"9.56";"5.15";"3.02";"2";"MOL";"0";"20";"1";"1";"1";"305.0738";"BASE";"C17H18Cl3N";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl"
"CHEMBL1200402";"AMLODIPINE BESYLATE";"AMLODIPINE BENZENESULFONATE|AMLODIPINE BESILATE|AMLODIPINE BESYLATE|NORVASC|UK-48,340-26|UK-48340-26";"Small molecule";"4";"567.06";"14";"35";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C26H31ClN2O8S";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1"
"CHEMBL104";"CLOTRIMAZOLE";"ABTRIM|ACTAVALL|BAY 5097|CANDIDEN|CANESTEN|CANESTEN AF|CANESTEN CRM COMBI|CANESTEN INTERNAL|CANESTEN VC|CLOTRIMAZOLE|FUNGEDERM|GNF-PF-3499|GYNE-LOTRIMIN|GYNE-LOTRIMIN 3|GYNE-LOTRIMIN 3 COMBINATION PACK|GYNE-LOTRIMIN COMBINATION PACK|GYNIX|MASNODERM|MYCELEX|MYCELEX-7|MYCELEX-7 COMBINATION PACK|MYCELEX-G|MYCIL GOLD|NSC-257473|PRIVACOM|TRIMYSTEN|TRIVAGIZOLE 3";"Small molecule";"4";"344.85";"382";"2693";"5.38";"17.82";"2";"0";"1";"4";"N";"0.45";"None";"6.26";"5.84";"5.82";"4";"MOL";"0";"25";"2";"0";"1";"344.1080";"NEUTRAL";"C22H17ClN2";"Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1"
"CHEMBL1580";"PENTOSTATIN";"CI-825|NIPENT|NSC-218321|Nipent|PD 81565|PENTOSTATIN|YK-176";"Small molecule";"4";"268.27";"16";"89";"-1.18";"112.13";"8";"4";"0";"2";"N";"0.54";"13.06";"8.33";"-2.02";"-2.93";"1";"MOL";"0";"19";"8";"4";"0";"268.1172";"NEUTRAL";"C11H16N4O4";"OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O"
"CHEMBL254316";"RALTEGRAVIR";"ISENTRESS|MK-0518|RALTEGRAVIR";"Small molecule";"4";"444.42";"46";"654";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"None";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"NEUTRAL";"C20H21FN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1"
"CHEMBL754";"FOSCARNET SODIUM";"A-29622|EHB 776|FOSCARNET SODIUM|FOSCARNET SODIUM HEXAHYDRATE|FOSCARNET SODIUM HYDRATE|FOSCAVIR|Foscavir";"Small molecule";"4";"191.95";"34";"63";"-0.16";"94.83";"2";"3";"0";"1";"N";"0.42";"-0.10";"None";"-0.83";"-7.58";"0";"MOL";"0";"7";"5";"3";"0";"125.9718";"ACID";"CNa3O5P";"O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]"
"CHEMBL3187723";"BINIMETINIB";"ARRY 438162|ARRY-162|ARRY-438162|BINIMETINIB|MEK-162|MEK162|MEKTOVI|NVP-MEK162";"Small molecule";"4";"441.23";"300";"309";"3.01";"88.41";"6";"3";"0";"6";"N";"0.40";"10.26";"5.06";"3.81";"3.81";"3";"MOL";"0";"27";"7";"3";"0";"440.0296";"NEUTRAL";"C17H15BrF2N4O3";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21"
"CHEMBL2104708";"MELDONIUM";"MELDONIUM";"Small molecule";"0";"146.19";"2";"3";"-1.66";"52.16";"3";"1";"0";"4";"N";"0.38";"4.14";"None";"-1.37";"-1.78";"0";"MOL";"0";"10";"4";"1";"0";"146.1055";"ACID";"C6H14N2O2";"C[N+](C)(C)NCCC(=O)[O-]"
"CHEMBL184";"ACYCLOVIR";"ACICLOVIR|ACYCLOVIR|AVACLYR|AVERT|AVIRAL|Aciclovir|Acycloguanosine|CLEARSORE|CYMEX ULTRA|Cyclovir|DUVIMEX|HERPETAD|LIPSORE|LYPSYL|NSC-645011|RANOVIR|SITAVIG|SOOTHELIP|SORAWAY|VIRALIEF|VIRASORB|VIROVIR 200|VIROVIR 400|VIROVIR 800|ZOVIRAX|Zovirax";"Small molecule";"4";"225.21";"251";"3104";"-0.92";"119.31";"8";"3";"0";"4";"N";"0.58";"11.58";"1.01";"-0.56";"-0.56";"2";"MOL";"0";"16";"8";"4";"0";"225.0862";"NEUTRAL";"C8H11N5O3";"Nc1nc(O)c2ncn(COCCO)c2n1"
"CHEMBL644";"TRIMIPRAMINE";"7162 RP|7162-RP|IL 6001|Surmontil|TRIMEPROPRIMINE|TRIMIPRAMINE|Trimipramine";"Small molecule";"4";"294.44";"23";"108";"4.12";"6.48";"2";"0";"0";"4";"N";"0.84";"None";"9.42";"4.76";"2.75";"2";"MOL";"0";"22";"2";"0";"0";"294.2096";"BASE";"C20H26N2";"CC(CN(C)C)CN1c2ccccc2CCc2ccccc21"
"CHEMBL1200534";"MOEXIPRIL HYDROCHLORIDE";"CI 925|MOEXIPRIL HYDROCHLORIDE|PERDIX|RS-10085-197|SPM 925|UNIVASC";"Small molecule";"4";"535.04";"3";"15";"2.58";"114.40";"7";"2";"0";"11";"N";"0.45";"3.46";"5.20";"1.50";"-0.08";"2";"MOL";"0";"36";"9";"2";"0";"498.2366";"ACID";"C27H35ClN2O7";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl"
"CHEMBL2142592";"TALADEGIB";"LY2940680|TALADEGIB";"Small molecule";"2";"512.51";"5";"21";"4.93";"67.15";"6";"0";"1";"4";"N";"0.36";"None";"3.68";"3.98";"3.98";"4";"MOL";"0";"37";"7";"0";"1";"512.1948";"NEUTRAL";"C26H24F4N6O";"CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1"
"CHEMBL1201441";"COLISTIMETHATE SODIUM";"COLIFIN 1 MIU|COLIFIN 2 MIU|COLISTIMETHATE SODIUM|COLOBREATHE|COLY-MYCIN|COLY-MYCIN M|Colistimethate sodium|PROMIXIN|W 1929";"Small molecule";"4";"";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL1206690";"PARECOXIB";"PARECOXIB|SC-69124";"Small molecule";"4";"370.43";"5";"25";"3.53";"89.27";"5";"1";"0";"5";"N";"0.74";"4.24";"0.42";"3.51";"2.57";"3";"MOL";"0";"26";"6";"1";"0";"370.0987";"ACID";"C19H18N2O4S";"CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1"
"CHEMBL424";"SALICYLIC ACID";"2-HYDROXY-BENZOIC ACID|ACNISAL|ADVANCED PAIN RELIEF CALLUS REMOVERS|ADVANCED PAIN RELIEF COM REMOVERS|BAZUKA|CLEAR AWAY WART REMOVER|COMPOUND V|COMPOUND W|CUPLEX VERRUCA|DR. SCHOLL'S CALLUS REMOVERS|DR. SCHOLL'S CORN REMOVERS|DR. SCHOLL'S WART REMOVER KIT|DUOFILM|DUOFILM WART REMOVER|DUOPLANT|EDINBURGH|ERYTEX|FEMA NO. 3985|FREEZONE|GPPE PAINT|IONIL|IONIL-PLUS|JADIT|K-557|KERALYT|LAMIVUDINE IMPURITY, SALICYLIC ACID-|METANIUM|NECOL|NOXACORN|NSC-180|OCCLUSAL|PHISO-CLEAR|PHYTEX|PHYTOCIL|POSALFILIN|PYRALVEX|SALACTOL|SALATAC|SALICYLIC ACID|SALICYLIC ACID RS|SALICYLIC ACID SOAP|SALIGEL|STRI-DEX|Salicylic Acid|THWART|TOEPEDO|VERRUGON|WARTEX";"Small molecule";"4";"138.12";"218";"1065";"1.09";"57.53";"2";"2";"0";"1";"Y";"0.61";"2.79";"None";"1.98";"-1.52";"1";"MOL";"0";"10";"3";"2";"0";"138.0317";"ACID";"C7H6O3";"O=C(O)c1ccccc1O"
"CHEMBL1161";"MOMETASONE FUROATE";"ASMANEX|ASMANEX HFA|ASMANEX TWISTHALER|ELOCON|MOMETASONE|MOMETASONE FUROATE|MOMETASONE FUROATE MONOHYDRATE|Mometasone furoate monohydrate|NASONEX|Nasonex|SCH 32088|SINUVA";"Small molecule";"4";"521.44";"22";"58";"4.87";"93.81";"6";"1";"1";"4";"N";"0.45";"13.78";"None";"5.06";"5.06";"1";"MOL";"0";"35";"6";"1";"1";"520.1419";"NEUTRAL";"C27H30Cl2O6";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl"
"CHEMBL3084748";"TROSPIUM CHLORIDE";"FLOTROS|IP-631|IP631|REGURIN|REGURIN XL|SANCTURA|SANCTURA XR|SPASMO-LYT|TROSPIUM CHLORIDE|URAPLEX";"Small molecule";"4";"427.97";"3";"17";"3.77";"46.53";"3";"1";"0";"4";"N";"0.64";"11.05";"None";"-0.50";"-0.50";"2";"MOL";"0";"29";"4";"1";"0";"392.2220";"NEUTRAL";"C25H30ClNO3";"O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-]"
"CHEMBL1201139";"MEGESTROL ACETATE";"5071|BDH 1298|MEGACE|MEGACE ES|MEGESTROL|MEGESTROL ACETATE|NSC-71423|Ovaban|SC 10363";"Small molecule";"4";"384.52";"149";"655";"4.58";"60.44";"4";"0";"0";"2";"N";"0.65";"None";"None";"3.72";"3.72";"0";"MOL";"0";"28";"4";"0";"0";"384.2301";"NEUTRAL";"C24H32O4";"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C"
"CHEMBL3330650";"RG-7420";"GDC-0623|RG-7420";"Small molecule";"1";"456.22";"20";"32";"2.48";"87.89";"6";"3";"0";"6";"N";"0.30";"12.01";"7.42";"2.85";"2.64";"3";"MOL";"0";"25";"7";"3";"0";"456.0095";"NEUTRAL";"C16H14FIN4O3";"O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F"
"CHEMBL719";"MUPIROCIN";"BACTROBAN|BRL 4910A|Bactroban|CENTANY|MUPIROCIN|PSEUDOMONIC ACID";"Small molecule";"4";"500.63";"46";"309";"2.59";"146.05";"8";"4";"1";"16";"N";"0.11";"4.83";"None";"2.45";"-0.07";"0";"MOL";"0";"35";"9";"4";"1";"500.2985";"ACID";"C26H44O9";"C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O"
"CHEMBL1983268";"ENTRECTINIB";"ENTRECTINIB|NMS-E628|RXDX-101";"Small molecule";"2";"560.65";"354";"583";"5.03";"85.52";"6";"3";"2";"7";"N";"0.29";"12.40";"7.78";"5.40";"4.87";"4";"MOL";"0";"41";"8";"3";"2";"560.2711";"NEUTRAL";"C31H34F2N6O2";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1"
"CHEMBL521";"IBUPROFEN";"ACHES-N-PAIN|ADVIL|ADVIL LIQUI-GELS|ADVIL MIGRAINE LIQUI-GELS|ANADIN JOINT PAIN|ANADIN LIQUIFAST|ANADIN PERIOD PAIN RELIEF|ANADIN ULTRA|APSIFEN|APSIFEN-F|ARTHROFEN 200|ARTHROFEN 400|ARTHROFEN 600|BRUFEN RET|CALDOLOR|CAP-PROFEN|CHILDREN'S ADVIL|CHILDREN'S ADVIL-FLAVORED|CHILDREN'S ELIXSURE|CHILDREN'S IBUPROFEN|CHILDREN'S MOTRIN|CO-OP|CODAFEN CONTINUS|CUPROFEN FOR CHILD|CUPROFEN PLUS|DEEP RELIEF|EBUFAC|FEMAFEN|FENBID|FENBID FTE|FENPAED|FEVERFEN|FLEXIMEX|IB-100|IBU-SLO|IBU-TAB|IBU-TAB 200|IBUCALM|IBUDERM|IBUFAC|IBUGEL|IBUGEL FTE|IBULAR|IBULEVE|IBUMED|IBUMETIN|IBUMOUSSE|IBUPRIN|IBUPROFEN|IBUPROHM|IBUSPRAY|IBUTIME|INABRIN|INOVEN|IP-82|ISISFEN|JUNIFEN|JUNIOR STRENGTH ADVIL|JUNIOR STRENGTH IBUPROFEN|JUNIOR STRENGTH MOTRIN|LIDIFEN|LIDIFEN-F|LOBUFEN|M01AE01|MANDAFEN|MANORFEN|MAXA-GESIC|MEDIPREN|MIDOL|MIDOL LIQUID GELS|MIGRAFEN|MOTRIN|MOTRIN IB|MOTRIN MIGRAINE PAIN|NOVAPRIN|NSC-256857|NUPRIN|NUROFEN 400|NUROFEN BACK PAIN SR|NUROFEN CHILD|NUROFEN FOR CHILD|NUROFEN PLUS|NUROFEN RECOVERY|NUROFEN SINUS|NUROFEN SOLB|ORBIFEN|PACIFENE|PAXOFEN|PEDEA|PEDIATRIC ADVIL|PHENSIC|PHOR PAIN|PHORPAIN|PHORPAIN MAX STRGH|PROFEN|PROFLEX|PROFLEX SR|RD 13621|RELCOFEN|RIMAFEN|RUFEN|SECLODIN|SUSPREN|TAB-PROFEN|U-18,573";"Small molecule";"4";"206.28";"303";"3586";"3.07";"37.30";"1";"1";"0";"4";"N";"0.82";"4.85";"None";"3.84";"1.34";"1";"MOL";"0";"15";"2";"1";"0";"206.1307";"ACID";"C13H18O2";"CC(C)Cc1ccc(C(C)C(=O)O)cc1"
"CHEMBL1914489";"AZD1981";"AZD 1981|AZD-1981|AZD1981";"Small molecule";"2";"388.88";"15";"20";"4.80";"71.33";"4";"2";"0";"5";"N";"0.66";"3.85";"None";"4.00";"0.76";"3";"MOL";"0";"26";"5";"2";"0";"388.0648";"ACID";"C19H17ClN2O3S";"CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O"
"CHEMBL47298";"TILORONE";"Amixin IC|TILORONE";"Small molecule";"0";"410.56";"29";"75";"4.34";"42.01";"5";"0";"0";"12";"N";"0.44";"None";"8.89";"4.26";"1.84";"2";"MOL";"0";"30";"5";"0";"0";"410.2569";"BASE";"C25H34N2O3";"CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2"
"CHEMBL1397";"POSACONAZOLE";"NOXAFIL|Noxafil|POSACONAZOLE|SCH 56592";"Small molecule";"4";"700.79";"137";"2528";"4.57";"115.70";"12";"1";"2";"12";"N";"0.20";"None";"3.93";"5.41";"5.41";"5";"MOL";"0";"51";"12";"1";"2";"700.3297";"NEUTRAL";"C37H42F2N8O4";"CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O"
"CHEMBL776";"METAPROTERENOL";"Metaproterenol|ORCIPRENALINE";"Small molecule";"4";"211.26";"19";"50";"1.13";"72.72";"4";"4";"0";"4";"N";"0.60";"8.84";"9.70";"0.21";"-0.94";"1";"MOL";"0";"15";"4";"4";"0";"211.1208";"BASE";"C11H17NO3";"CC(C)NCC(O)c1cc(O)cc(O)c1"
"CHEMBL1490";"TRIHEXYPHENIDYL";"NSC-12268|TRIHEXYPHENIDYL|Trihexyphenidyl";"Small molecule";"4";"301.47";"120";"784";"4.33";"23.47";"2";"1";"0";"5";"N";"0.87";"13.84";"9.32";"4.23";"2.32";"1";"MOL";"0";"22";"2";"1";"0";"301.2406";"BASE";"C20H31NO";"OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1"
"CHEMBL261641";"";"SU-11274";"Small molecule";"0";"568.10";"102";"138";"3.99";"105.82";"5";"2";"1";"5";"N";"0.45";"10.71";"6.91";"3.44";"3.32";"3";"MOL";"-1";"39";"9";"2";"1";"567.1707";"NEUTRAL";"C28H30ClN5O4S";"Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1"
