"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL2017179";"EVACETRAPIB";"EVACETRAPIB|LY2484595";"Small molecule";"3";"638.66";"6";"7";"7.10";"87.38";"7";"1";"2";"7";"N";"0.28";"4.34";"6.11";"7.03";"5.92";"3";"MOL";"0";"45";"8";"1";"2";"638.2804";"ACID";"C31H36F6N6O2";"Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1"
"CHEMBL98123";"PAPAVERINE HYDROCHLORIDE";"NSC-35443|PAPAVER HCL|PAPAVERINE|PAPAVERINE HYDROCHLORIDE|PAVABID";"Small molecule";"4";"375.85";"115";"186";"3.86";"49.81";"5";"0";"0";"6";"N";"0.68";"None";"6.03";"3.08";"3.06";"3";"MOL";"0";"25";"5";"0";"0";"339.1471";"NEUTRAL";"C20H22ClNO4";"COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl"
"CHEMBL1201761";"BESIFLOXACIN HYDROCHLORIDE";"BESIFLOXACIN HYDROCHLORIDE|BESIVANCE|BOL-303224-A|SS734";"Small molecule";"4";"430.31";"1";"2";"3.14";"88.56";"5";"2";"0";"3";"N";"0.84";"5.45";"9.67";"0.54";"0.54";"2";"MOL";"0";"27";"6";"3";"0";"393.1255";"ZWITTERION";"C19H22Cl2FN3O3";"Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1"
"CHEMBL108";"CARBAMAZEPINE";"ARBIL MR|CARBAGEN SR|CARBAMAZEPINE|CARBATROL|CARNEXIV|EPIMAZ|EPIMAZ RET|EPITOL|EQUETRO|G-32883|GEIGY 32883|NSC-169864|SIRTAL RET|TEGRETOL|TEGRETOL CHEWTAB|TEGRETOL PROLONGED RELEASE|TEGRETOL-XR|TERIL|TERIL RET|TIMONIL 200 RET|TIMONIL 400 RET|Tegretol XR";"Small molecule";"4";"236.27";"199";"3078";"3.39";"46.33";"1";"1";"0";"0";"N";"0.75";"None";"None";"2.77";"2.77";"2";"MOL";"0";"18";"3";"2";"0";"236.0950";"NEUTRAL";"C15H12N2O";"NC(=O)N1c2ccccc2C=Cc2ccccc21"
"CHEMBL1257051";"TEDIZOLID";"SIVEXTRO|TEDIZOLID|TOREZOLID|TR-700|Torezolid";"Small molecule";"4";"370.34";"32";"335";"1.40";"106.26";"8";"1";"0";"4";"N";"0.74";"None";"None";"2.12";"2.12";"3";"MOL";"0";"27";"9";"1";"0";"370.1190";"NEUTRAL";"C17H15FN6O3";"Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1"
"CHEMBL1944698";"ZOTIRACICLIB";"EX45|SB-1317|SB1317|TG-02|TG02|ZOTIRACICLIB";"Small molecule";"1";"372.47";"311";"345";"4.66";"50.28";"5";"1";"0";"0";"N";"0.58";"13.21";"7.36";"4.63";"4.35";"3";"MOL";"0";"28";"5";"1";"0";"372.1950";"NEUTRAL";"C23H24N4O";"CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1"
"CHEMBL8260";"BAICALEIN";"BAICALEIN|NSC-661431";"Small molecule";"2";"270.24";"151";"505";"2.58";"90.90";"5";"3";"0";"1";"N";"0.59";"6.76";"None";"2.71";"1.95";"3";"MOL";"0";"20";"5";"3";"0";"270.0528";"NEUTRAL";"C15H10O5";"O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12"
"CHEMBL697";"METHSUXIMIDE";"CELONTIN|MESUXIMIDE|METHSUXIMIDE|Methsuximide";"Small molecule";"4";"203.24";"6";"46";"1.33";"37.38";"2";"0";"0";"1";"Y";"0.65";"None";"None";"1.46";"1.46";"1";"MOL";"0";"15";"3";"0";"0";"203.0946";"NEUTRAL";"C12H13NO2";"CN1C(=O)CC(C)(c2ccccc2)C1=O"
"CHEMBL1997663";"ETHACIZINE";"ETHACIZINE";"Small molecule";"0";"413.54";"73";"74";"5.12";"61.88";"5";"1";"1";"7";"N";"0.68";"12.90";"9.70";"4.00";"1.73";"2";"MOL";"0";"29";"6";"1";"1";"413.1773";"BASE";"C22H27N3O3S";"CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2"
"CHEMBL192";"SILDENAFIL";"HIP-0908|HIP0908|NIPATRA|REVATIO|SILDENAFIL|Sildenafil|UK-92480|VIAGRA|VIZARSIN";"Small molecule";"4";"474.59";"183";"1485";"1.61";"113.42";"8";"1";"0";"7";"N";"0.55";"7.63";"5.98";"1.23";"1.16";"3";"MOL";"0";"33";"10";"1";"0";"474.2049";"NEUTRAL";"C22H30N6O4S";"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"
"CHEMBL1200359";"SULFAMETER";"AHR-857|Bayrena|SULFAMETER|SULFAMETIN|SULFAMETOXYDIAZINE|SULLA|SULPHAMETHOXYDIAZINE|Sulfametin|Sulfametoxydiazine|Sulphamethoxydiazine|Ultrax";"Small molecule";"4";"280.31";"17";"46";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"7.06";"1.98";"0.23";"-0.18";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"NEUTRAL";"C11H12N4O3S";"COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1"
"CHEMBL2359260";"";"";"Small molecule";"0";"311.00";"4";"9";"3.78";"30.71";"3";"0";"0";"2";"N";"0.83";"None";"1.64";"3.18";"3.18";"2";"MOL";"-1";"16";"3";"0";"0";"272.9627";"NEUTRAL";"C10H7Cl4N3";"Cl.Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl"
"CHEMBL1504776";"";"";"Small molecule";"0";"396.87";"25";"32";"4.68";"54.71";"4";"1";"0";"5";"N";"0.68";"None";"6.76";"4.02";"3.93";"3";"MOL";"-1";"28";"5";"1";"0";"396.1241";"NEUTRAL";"C22H21ClN2O3";"O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2cccc(Cl)c2)o1"
"CHEMBL1256287";"MOXONIDINE HYDROCHLORIDE";"Moxonidine Hydrochloride";"Small molecule";"0";"278.14";"8";"9";"0.82";"71.43";"6";"2";"0";"2";"N";"0.75";"None";"7.26";"1.54";"1.30";"1";"MOL";"-1";"16";"6";"2";"0";"241.0730";"NEUTRAL";"C9H13Cl2N5O";"COc1nc(C)nc(Cl)c1NC1=NCCN1.Cl"
"CHEMBL1514276";"";"";"Small molecule";"0";"221.69";"9";"11";"1.61";"27.63";"3";"1";"0";"0";"Y";"0.72";"None";"10.93";"1.71";"-0.67";"1";"MOL";"-1";"15";"3";"1";"0";"221.0720";"BASE";"C11H12ClN3";"Clc1cccc2c1CN(C1=NCCN1)C2"
"CHEMBL128000";"BUTEIN";"3,4,2',4'-Tetrahydroxychalone|Butein";"Small molecule";"0";"272.26";"113";"147";"2.41";"97.99";"5";"4";"0";"3";"N";"0.39";"7.11";"None";"3.33";"2.84";"2";"MOL";"-1";"20";"5";"4";"0";"272.0685";"NEUTRAL";"C15H12O5";"O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O"
"CHEMBL1443577";"SULFACHLORPYRIDAZINE";"NEFROSUL|SONILYN|SULFACHLORPYRIDAZINE|SULPHACHLORPYRIDAZINE|Sulfachloropyridazine";"Small molecule";"0";"284.73";"33";"59";"1.51";"97.97";"5";"2";"0";"3";"N";"0.83";"6.60";"2.02";"0.85";"0.22";"2";"MOL";"0";"18";"6";"3";"0";"284.0135";"NEUTRAL";"C10H9ClN4O2S";"Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1"
"CHEMBL7463";"GF-109203";"GF-109203|GF-109203X";"Small molecule";"0";"412.49";"293";"702";"3.64";"70.13";"4";"2";"0";"6";"N";"0.48";"9.99";"9.39";"2.58";"0.96";"4";"MOL";"-1";"31";"6";"2";"0";"412.1899";"BASE";"C25H24N4O2";"CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21"
"CHEMBL1101";"BIPERIDEN";"Akineton|BIPERIDEN|Biperiden|KL 373";"Small molecule";"4";"311.47";"25";"72";"3.96";"23.47";"2";"1";"0";"5";"N";"0.83";"13.82";"9.30";"3.54";"1.64";"1";"MOL";"0";"23";"2";"1";"0";"311.2249";"BASE";"C21H29NO";"OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2"
"CHEMBL1020";"TOLMETIN";"MCN-2559|TOLMETIN|Tolectin|Tolmetin";"Small molecule";"4";"257.29";"120";"345";"2.19";"59.30";"3";"1";"0";"4";"N";"0.85";"3.93";"None";"2.73";"-0.47";"2";"MOL";"0";"19";"4";"1";"0";"257.1052";"ACID";"C15H15NO3";"Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1"
"CHEMBL3140361";"ETHAMBUTOL HYDROCHLORIDE";"CL 40881|ETHAMBUTOL DIHYDROCHLORIDE|ETHAMBUTOL HYDROCHLORIDE|MYNAH 200|MYNAH 250|MYNAH 300|MYNAH 365|Myambutol";"Small molecule";"4";"277.24";"11";"23";"-0.29";"64.52";"4";"4";"0";"9";"N";"0.39";"None";"9.55";"-0.06";"-2.25";"0";"MOL";"0";"14";"4";"4";"0";"204.1838";"BASE";"C10H26Cl2N2O2";"CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl"
